bcsid,degsub,comb_code,HECoS_Label,dist,man_code
B25772B,geology,F6,geology,0,F6
B25776F,bathchelers degree miechu,B3,Chinese medical techniques,0.344045584,NA
B25795J,law,M0,law,0,NA
B25811R,politics,L2,politics,0,NA
B25817X,ss,M1,Scots law,0.259259259,NA
B25838C,chemical engineerimg,H8,chemical engineering,0.033333333,NA
B25842Y,law,M0,law,0,NA
B25855D,english  politics,Q3,English history,0.206372549,NA
B25879M,metalogy,J2,metallurgy,0.141666667,NA
B25894L,management science,N2,management studies,0.148148148,NA
B25898Q,information technology,I1,information technology,0,I1
B25900R,humanities,V1,humanities,0,NA
B25916Z,mechanical engineering,H3,mechanical engineering,0,NA
B25923Y,business administration,N1,business information systems,0.222049689,NA
B25924Z,mechanical engineering,H3,mechanical engineering,0,NA
B25930X,history,V1,history,0,NA
B25931Y,history,V1,history,0,NA
B25937E,chemical engineeering,H8,chemical engineering,0.015873016,NA
B25939G,civil engineering,H2,civil engineering,0,NA
B25950B,industrial design,F1,industrial chemistry,0.182633053,NA
B25964H,architecture,K1,architecture,0,NA
B25969N,modern languages and ling,R0,modern languages,0.12,Q1
B25970F,fashion,W2,fashion,0,NA
B25985N,bio chemistry,C7,biochemistry,0.025641026,C7
B25992M,bachelor of dental surger,R1,French society and culture,0.283778677,NA
B25998T,occupational therapy,B9,occupational therapy,0,NA
B25999U,batchlor of dental surger,K1,architectural design,0.284117647,NA
B26001T,chemical engineering,H8,chemical engineering,0,NA
B26011V,philosophy politics and e,V5,philosophy of science,0.196507937,NA
B26031Z,sociology,L3,sociology,0,NA
B26037F,quantity survey,K2,quantity surveying,0.055555556,NA
B26040A,applied language studies,Q1,applied linguistics,0.19499269,NA
B26051D,dance  drama,W5,dance,0.194444444,NA
B26055H,physics with astrophysics,F3,physics,0.24,NA
B26074L,international business an,N1,international business,0.04,NA
B26075M,english literature,Q3,English literature,0,NA
B26079R,nutrician,B4,nutrition,0.148148148,NA
B26094Q,business and information,N1,business and management,0.202093398,NA
B26096S,community studies,L5,community justice,0.111764706,NA
B26115C,leisure management,N8,tourism management,0.177777778,NA
B26129J,biological  medicinal ch,C0,biological sciences,0.184576023,B1
B26173N,mathematicscomputer stud,I1,mathematics,0.180555556,NA
B26179U,history,V1,history,0,NA
B26181N,politics and sociology,L3,political sociology,0.152223994,NA
B26186T,accountaqncy,N4,accountancy,0.027777778,NA
B26201Z,applied psychology scien,C8,applied psychology,0.083333333,NA
B26204C,dance and history,V1,dance and culture,0.196078431,NA
B26224G,chembio chem,C7,metabolic biochemistry,0.255050505,NA
B26231F,bsc technology and busine,J9,music technology,0.2225,I1
B26240G,european languages and in,R7,Estonian language,0.22929972,NA
B26246N,mathematics,G1,mathematics,0,NA
B26266S,applied statistics,G3,applied statistics,0,NA
B26270N,english and french,R1,English law,0.227272727,NA
B26271P,business adminstration,N1,business information systems,0.217207792,NA
B26272Q,fine art  ba,W1,fine art,0.111111111,NA
B26277V,physics and electronics,F0,physical sciences,0.175191816,F3
B26282S,greek,Q7,classical Greek studies,0.260869565,NA
B26286W,food and consumer studies,D6,food and beverage studies,0.230175439,NA
B26287X,manufacturing and computi,I1,manufacturing engineering,0.24,NA
B26291T,french german,R2,French language,0.200777001,NA
B26293V,mechanical engineering,H3,mechanical engineering,0,NA
B26296Y,maphilosophyfilmtv,V5,philosophy,0.148148148,NA
B26356T,construcion managemnt qnd,K2,construction management,0.082318841,NA
B26388B,medicine,A0,medicine,0,A1
B26391W,photography,W6,photography,0,NA
B26392X,spanish with theology,C2,plant pathology,0.237301587,NA
B26424N,hopsitality management,N8,hospitality management,0.015151515,NA
B26444S,occupational therapy,B9,occupational therapy,0,NA
B26453T,chemistry,F1,chemistry,0,NA
B26476A,english studies ba,Q3,English studies,0.055555556,NA
B26505N,history,V1,history,0,NA
B26510K,scince and computer scien,I1,computer science,0.27625,NA
B26516R,historical studies,V6,Christian studies,0.129561547,NA
B26525S,english lit,Q3,English law,0.121212121,NA
B26539Y,human organisations,R7,Hungarian studies,0.206066637,NA
B26543U,computering,I1,computer vision,0.141414141,NA
B26547Y,pharmacy,B2,pharmacy,0,NA
B26557A,b of mechanical engineer,H3,mechanical engineering,0.211390218,NA
B26566B,french spanish and busin,R1,French studies,0.26984127,NA
B26575C,chemichal and pharmaceuti,F1,medicinal chemistry,0.287214912,NA
B26606S,economics,L1,economics,0,NA
B26612Q,history and economics,V1,history of science,0.178902116,NA
B26656C,mechanical engineering,H3,mechanical engineering,0,NA
B26658E,urban estate management,D4,rural estate management,0.07384403,NA
B26678J,history and politics,V1,history of art,0.208730159,NA
B26699P,corporate communications,N5,corporate image,0.222863248,NA
B26705U,historical studies,V6,Christian studies,0.129561547,NA
B26706V,economics,L1,economics,0,NA
B26710R,information systems,I2,information systems,0,NA
B26718Z,philosphy and pshycology,V5,philosophy,0.241666667,V5
B26731W,astrophysics,F5,astrophysics,0,NA
B26738D,phsical education,X3,primary education,0.233785822,NA
B26754D,classics  english,Q3,classical Greek studies,0.19960216,NA
B26768K,nursing,B7,nursing,0,NA
B26773G,english litriture,Q3,English literature,0.108728214,NA
B26797Q,agricultural  marketing,D4,agricultural machinery,0.138513279,NA
B26802U,media and cultural studie,P0,media and communication studies,0.200542755,P1
B26809B,engineering and business,N1,engineering design,0.145152505,NA
B26810U,computing and electronic,I1,computing and information technology,0.218013468,NA
B26832A,elec systmcontrl eng,F8,remote sensing,0.292063492,H6
B26844E,pharmacy,B2,pharmacy,0,NA
B26849K,environmental engineering,H2,environmental engineering,0,NA
B26850C,accountingeconomics,N4,accounting,0.157894737,NA
B26870G,accounting,N4,accounting,0,NA
B26873K,chemistry,F1,chemistry,0,NA
B26876N,business information syst,N1,business information systems,0.035714286,NA
B26883M,mathematics,G1,mathematics,0,NA
B26884N,french and german,R2,French language,0.19248366,NA
B26894Q,batchelor of dentist surg,Q3,Walter Scott studies,0.30372549,NA
B26902X,architecture,K1,architecture,0,NA
B26923C,social policy and adminis,L4,social policy,0.16,NA
B26941E,english with media studie,Q3,English literature,0.188888889,NA
B26975Q,biology,C1,biology,0,NA
B26980M,veterinary science,D1,veterinary medicine,0.110501949,D1
B26981N,environmental science,F7,environmental sciences,0.015151515,NA
B26984R,physcology,B1,psychology,0.05,NA
B26992R,biology,C1,biology,0,NA
B26993S,chemistry,F1,chemistry,0,NA
B27002Y,education,X0,education policy,0.145833333,NA
B27019H,physics,F3,physics,0,NA
B27032E,apploied social sciences,L3,applied social science,0.073232323,L3
B27034G,english literature,Q3,English literature,0,NA
B27041F,french,R1,French studies,0.19047619,R1
B27059R,business studies,N1,business studies,0,NA
B27069T,modern languages,R0,modern languages,0,R0
B27095V,electronics,W3,electronic music,0.104166667,NA
B27110B,mathematics,G1,mathematics,0,NA
B27121E,psychology,C8,psychology,0,NA
B27122F,pharmacy,B2,pharmacy,0,NA
B27135L,marine biology,C1,marine biology,0,NA
B27142K,english,Q3,English law,0.121212121,NA
B27147Q,business studies,N1,business studies,0,NA
B27152M,chemistry,F1,chemistry,0,NA
B27168V,languages  it,T6,Arabic languages,0.291812354,NA
B27170P,english literature and am,Q3,English literature,0.093333333,NA
B27173S,mathematics operational researc,G1,mathematics,0.215053763,G1
B27179Y,agricultural engineering,H4,aeronautical engineering,0.177777778,NA
B27192V,quantity surveying,K2,quantity surveying,0,NA
B27208L,eduction ba,L4,education policy,0.25530303,NA
B27213H,geography with pe and spo,L7,geography,0.213333333,NA
B27247T,physics,F3,physics,0,NA
B27279B,modern history ba,V1,modern history,0.058823529,NA
B27290W,business computing,N1,business computing,0,NA
B27300F,fine art  sculpture,W1,fine art,0.192982456,NA
B27301G,chemistry applied,F1,chemistry,0.156862745,F1
B27306M,history with assoc drama,V1,history of art,0.21504884,NA
B27310H,geography,L7,geography,0,NA
B27329U,agriculture,D4,agriculture,0,NA
B27337U,history,V1,history,0,NA
B27348X,computer science,I1,computer science,0,NA
B27359A,graphic design  illustra,W2,graphic design,0.138888889,NA
B27365Y,music,W3,music,0,NA
B27367A,social studies with outdo,R7,Polish studies,0.262619048,NA
B27371W,geography,L7,geography,0,NA
B27386D,surveying,H2,surveying,0,K2
B27405P,business studies,N1,business studies,0,NA
B27417T,bedsports studies,C6,sports studies,0.058823529,NA
B27419V,applied chemistry,F1,applied chemistry,0,NA
B27422Q,environmental science,F7,environmental sciences,0.015151515,NA
B27430Q,quantity surveying,K2,quantity surveying,0,NA
B27433T,chemistry,F1,chemistry,0,NA
B27470Y,politics and modern histo,L2,politics,0.226666667,L2
B27491D,psychology and sociology,C8,psychology of religion,0.19023569,C8
B27496J,combined studies with,Y0,combined studies,0.079365079,NA
B27499M,construction management,K2,construction management,0,NA
B27500M,economics,L1,economics,0,NA
B27513S,visual communication,W2,visual communication,0,NA
B27514T,education,X0,education policy,0.145833333,NA
B27528Z,major law minor accountin,W3,instrumental or vocal performance,0.309466089,NA
B27531U,aplied chemisry,F1,applied chemistry,0.039215686,NA
B27532V,dentistry,A0,dentistry,0,A4
B27539C,physics,F3,physics,0,NA
B27564D,law,M0,law,0,NA
B27565E,design representation,W2,design,0.238095238,NA
B27573E,chemistry,F1,chemistry,0,NA
B27592H,history,V1,history,0,NA
B27593J,english,Q3,English law,0.121212121,NA
B27594K,drama,W4,drama,0,NA
B27598P,economics,L1,economics,0,NA
B27600Q,accountancy,N4,accountancy,0,NA
B27611T,english and philosphy,Q3,English history,0.197069597,NA
B27615X,education,X0,education policy,0.145833333,NA
B27632Y,french and swedish double,R1,French society and culture,0.248690958,NA
B27638E,medicine,A0,medicine,0,A1
B27641Z,mechanical enignering,H3,mechanical engineering,0.031024531,NA
B27649H,home economics and resour,L1,economics,0.305925926,NA
B27690J,mathematics,G1,mathematics,0,NA
B27698S,bioltechnology,J7,biotechnology,0.113553114,NA
B27703W,sports management,N8,sports management,0,NA
B27725C,sociology,L3,sociology,0,NA
B27729G,social science,F7,social sciences,0.022222222,NA
B27752F,mathematics and business studie,N1,mathematics,0.215053763,NA
B27767N,furnature design,W2,stage design,0.213888889,NA
B27768P,german  european studies,R2,German studies,0.21031746,NA
B27769Q,land economy,B8,dental technology,0.251485443,NA
B27784P,arts  design,V3,history of design,0.175727867,NA
B27815D,music,W3,music,0,NA
B27821B,business studies,N1,business studies,0,NA
B27827H,biochemistry,F6,biochemistry,0,NA
B27834G,batchelor of education,P3,television production,0.245743146,NA
B27843H,medicine,A0,medicine,0,A1
B27845K,bio chemistry,C7,biochemistry,0.025641026,C7
B27854L,information technology,I1,information technology,0,I1
B27858Q,mathematicscomputing,I1,mathematics,0.15,NA
B27886U,dance and society,W5,dance and culture,0.182503771,NA
B27894U,commu7nication studies,W5,community dance,0.214862915,P3
B27905E,media production design,P3,media production,0.101449275,P3
B27919L,bsc sports science,F5,space science,0.241517742,NA
B27920D,law and decision making,W2,web and multimedia design,0.276908213,NA
B27929N,mathematics and education,G1,mathematics,0.186666667,G1
B27932H,mathematics,G1,mathematics,0,NA
B27949S,history,V1,history,0,NA
B27955Q,geog,F6,geology,0.142857143,NA
B27965S,anatomy,B1,anatomy,0,NA
B27972R,american studies,T7,American studies,0,T7
B27990T,estate management,W4,creative management,0.131613347,NA
B27992V,mathematical sciences,G1,mathematics,0.158730159,G1
B27993W,town planning,K4,transport planning,0.206196581,K4
B28007H,physics,F3,physics,0,NA
B28009K,economics,L1,economics,0,NA
B28026L,physic,F3,physics,0.047619048,NA
B28033K,drama,W4,drama,0,NA
B28067V,geograpy,L7,geography,0.037037037,NA
B28083V,chemistry,F1,chemistry,0,NA
B28103G,pyschology,C8,psychology,0.033333333,NA
B28137S,english language and lite,Q3,English language,0.12,NA
B28148V,mathematics,G1,mathematics,0,NA
B28153S,biological sciences,C0,biological sciences,0,NA
B28157W,mathematical studies,G1,mathematics,0.15,G1
B28172V,combined art and english,Q3,combined studies,0.204365079,NA
B28176Z,estate management,W4,creative management,0.131613347,NA
B28186B,economics,L1,economics,0,NA
B28187C,bsc astronomy and astro p,F5,astronomy,0.25037037,NA
B28194B,accountancy,N4,accountancy,0,NA
B28218S,social science,F7,social sciences,0.022222222,NA
B28230N,computer science,I1,computer science,0,NA
B28231P,law,M0,law,0,NA
B28266A,computer aided engineeeri,I1,computer aided engineering,0.038974359,NA
B28272Y,law,M0,law,0,NA
B28300K,historyeconomics,V1,microeconomics,0.172619048,NA
B28301L,sport science,D7,soil science,0.132478632,C6
B28310M,electronic engineering,H6,electronic engineering,0,NA
B28312P,spanish french,R1,Spanish studies,0.252380952,NA
B28314R,biological sciences,C0,biological sciences,0,NA
B28317U,social and political scie,L4,social policy,0.198974359,NA
B28322R,economics,L1,economics,0,NA
B28329Y,llb,M0,cell biology,0.25,NA
B28367E,civil and transportation,W1,fine art conservation,0.24894958,NA
B28381C,quantity surveying,K2,quantity surveying,0,NA
B28388K,business economics and pm,N1,business economics,0.093333333,NA
B28405T,english and history,V1,English history,0.070175439,NA
B28411R,geography,L7,geography,0,NA
B28412S,medicine,A0,medicine,0,A1
B28419Z,politics,L2,politics,0,NA
B28469K,law,M0,law,0,NA
B28485K,ba hons in english with,Q3,banking,0.293995859,NA
B28487M,french and german,R2,French language,0.19248366,NA
B28517A,economics,L1,economics,0,NA
B28520V,civil engineering,H2,civil engineering,0,NA
B28533A,art and three dimensional,V2,Latin American history,0.274309764,NA
B28535C,psychology,C8,psychology,0,NA
B28541A,law,M0,law,0,NA
B28548H,early childhood ba,X3,early childhood studies,0.138486312,X3
B28557J,clothing management and t,W4,technical stage management,0.252356532,NA
B28563G,business studies,N1,business studies,0,NA
B28568M,music,W3,music,0,NA
B28589S,social science,F7,social sciences,0.022222222,NA
B28599U,fashion,W2,fashion,0,NA
B28601V,bi medical sciences,F1,biomedical sciences,0.109161793,NA
B28606A,psychology,C8,psychology,0,NA
B28611X,psychology,C8,psychology,0,NA
B28620Y,dev studies  spanish,T4,East Asian studies,0.283333333,NA
B28622A,mathmatics for business a,N1,mathematics,0.23030303,NA
B28639K,physics and electronic en,F0,physical sciences,0.233357843,F3
B28643F,electroaccoustics,W3,electronic music,0.209150327,NA
B28647K,information technology,I1,information technology,0,I1
B28654J,geography geology,L7,geography,0.156862745,NA
B28660G,batchelor of education,P3,television production,0.245743146,NA
B28677R,electcomp enginering,H8,petroleum engineering,0.145767196,NA
B28682N,accounting and finance,N4,accounting,0.181818182,NA
B28688U,mathematics,G1,mathematics,0,NA
B28690N,computer studies,I1,computer science,0.166666667,NA
B28699X,health studies,B7,health studies,0,B2
B28706D,geography and psychology,L7,geography,0.208333333,NA
B28716F,art,N5,marketing,0.222222222,NA
B28723E,eng lit,Q3,English studies,0.249206349,Q3
B28724F,computing,I1,conducting,0.174074074,NA
B28730D,media production,P3,media production,0,NA
B28763N,archaeology,V4,archaeology,0,NA
B28779W,osteopathy,B3,osteopathy,0,NA
B28781Q,hairdressing,N5,advertising,0.218013468,NA
B28812E,tapestry,A0,dentistry,0.25,W7
B28817K,linguistics,Q1,linguistics,0,NA
B28846Q,combined english lit  hi,Q3,combined studies,0.266559829,NA
B28850L,south east asian,T4,South East Asian studies,0.111111111,T4
B28875V,development economics,L7,development in the Americas,0.195767196,NA
B28883V,media and design ba,B7,medical nursing,0.259542796,NA
B28895Z,computer animation and vi,I1,computer animation and visual effects,0.108108108,NA
B28921J,biological sciences,C0,biological sciences,0,NA
B28922K,french russian and busine,R1,French studies,0.276507937,NA
B28923L,latin,W4,acting,0.177777778,NA
B28927Q,technologybusiness studi,N1,ecology,0.236111111,NA
B28932M,electronic engineering,H6,electronic engineering,0,NA
B28934P,media and cultural studie,P3,media and communication studies,0.200542755,P3
B28939U,psychology with history,V1,psychology,0.188405797,NA
B28941N,music and education,X3,secondary education,0.184795322,NA
B28945S,town and regioal planning,K4,urban and regional planning,0.253243547,NA
B28946T,fasion  textiles,W2,fashion design,0.253571429,W2
B28957W,business studies,N1,business studies,0,NA
B28963U,pharmacy,B2,pharmacy,0,NA
B28982X,graphic design and advert,W2,graphic design,0.146666667,NA
B28991Y,politics and history,V1,politics,0.2,NA
B28998F,business politics,N1,business computing,0.168611889,NA
B29015M,engineering,H0,engineering design,0.12962963,NA
B29026Q,anatomy and cell biology,C1,developmental biology,0.229341737,NA
B29041P,ba in education,X3,primary education,0.206372549,NA
B29050Q,soiology,L3,sociology,0.037037037,L3
B29053T,communication arts,B7,community nursing,0.222306016,NA
B29055V,economics,L1,economics,0,NA
B29068A,management,N2,risk management,0.111111111,N2
B29070U,civil engineering,H2,civil engineering,0,NA
B29073X,accountancy,N4,accountancy,0,NA
B29077B,sociology,L3,sociology,0,NA
B29101J,french and italian,R1,French literature,0.277579719,NA
