Category,JACS3_code,JACS3_Label,Relation,HECoS_code,HECoS_Label
3,Q490,Ancient language studies not elsewhere classified,Related match,101112,ancient Middle Eastern languages
1,Q500,Celtic studies,Close match,101118,Celtic studies
3,Q510,Ancient Celtic studies,Related match,101118,Celtic studies
3,Q520,Modern Celtic studies,Related match,101118,Celtic studies
3,Q521,Goidelic group of languages,Related match,101118,Celtic studies
3,Q522,Brythonic group of languages,Related match,101118,Celtic studies
1,Q530,Scottish Gaelic,Close match,101120,Gaelic language
1,Q531,Scottish Gaelic literature,Close match,101497,Gaelic literature
3,Q540,Irish Gaelic,Related match,101121,Irish language
4,Q541,Irish Gaelic literature,Related match,101413,Irish language literature
4,Q541,Irish Gaelic literature,Related match,101315,Irish studies
3,Q550,Manx,Related match,101118,Celtic studies
3,Q551,Manx literature,Related match,101118,Celtic studies
1,Q560,Welsh,Close match,100333,Welsh language
2,Q561,Welsh literature,Close match,101163,Welsh literature
2,Q561,Welsh literature,Related match,100335,Welsh studies
3,Q570,Cornish,Related match,101118,Celtic studies
3,Q571,Cornish literature,Related match,101118,Celtic studies
1,Q580,Breton,Close match,101419,Breton language
3,Q581,Breton literature,Related match,101118,Celtic studies
3,Q590,Celtic studies not elsewhere classified,Related match,101118,Celtic studies
1,Q600,Latin studies,Close match,101124,Latin studies
1,Q610,Latin language,Close match,101420,Latin language
3,Q611,Church Latin,Related match,101124,Latin studies
1,Q612,Medieval Latin,Close match,101421,medieval Latin language
1,Q620,Latin literature,Close match,101125,Latin literature
3,Q630,Latin literature in translation,Related match,101124,Latin studies
3,Q690,Latin studies not elsewhere classified,Related match,101124,Latin studies
1,Q700,Classical Greek studies,Close match,101126,classical Greek studies
3,Q710,Classical Greek language,Related match,101126,classical Greek studies
1,Q711,Classical Church Greek,Close match,101422,classical church Greek
3,Q712,Late Greek,Related match,101126,classical Greek studies
1,Q720,Classical Greek literature,Close match,101423,classical Greek literature
3,Q730,Classical Greek literature in translation,Related match,101126,classical Greek studies
3,Q790,Classical Greek studies not elsewhere classified,Related match,101126,classical Greek studies
1,Q800,Classical studies,Close match,100300,classical studies
1,Q810,Classical reception,Close match,101129,classical reception
3,Q890,Classical studies not elsewhere classified,Related match,100300,classical studies
4,Q900,"Others in linguistics, classics & related subjects",Related match,100300,classical studies
4,Q900,"Others in linguistics, classics & related subjects",Related match,100328,linguistics
1,Q910,Translation studies,Close match,101130,translation studies
3,Q920,Translation theory,Related match,101130,translation studies
4,Q990,"Linguistics, classics & related subjects not elsewhere classified",Related match,100300,classical studies
4,Q990,"Linguistics, classics & related subjects not elsewhere classified",Related match,100065,liberal arts
4,Q990,"Linguistics, classics & related subjects not elsewhere classified",Related match,100328,linguistics
3,R000,"European languages, literature & related subjects",Related match,100329,modern languages
1,R100,French studies,Close match,100322,French studies
1,R110,French language,Close match,100321,French language
2,R120,French literature,Close match,101132,French literature
2,R120,French literature,Related match,101481,Samuel Beckett studies
1,R130,French society & culture,Close match,101133,French society and culture
3,R190,French studies not elsewhere classified,Related match,100322,French studies
1,R200,German studies,Close match,100324,German studies
1,R210,German language,Close match,100323,German language
1,R220,German literature,Close match,101134,German literature
1,R230,German society & culture,Close match,101135,German society and culture
3,R290,German studies not elsewhere classified,Related match,100324,German studies
1,R300,Italian studies,Close match,100327,Italian studies
1,R310,Italian language,Close match,100326,Italian language
1,R320,Italian literature,Close match,101137,Italian literature
1,R330,Italian society & culture,Close match,101136,Italian society and culture
3,R390,Italian studies not elsewhere classified,Related match,100327,Italian studies
1,R400,Spanish studies,Close match,100325,Spanish studies
1,R410,Spanish language,Close match,100332,Spanish language
3,R411,Spanish languages in other countries,Related match,100332,Spanish language
2,R420,Spanish literature,Close match,101139,Spanish literature
2,R420,Spanish literature,Related match,100325,Spanish studies
1,R430,Spanish society & culture,Close match,101138,Spanish society and culture
3,R490,Spanish studies not elsewhere classified,Related match,100325,Spanish studies
1,R500,Portuguese studies,Close match,101141,Portuguese studies
1,R510,Portuguese language,Close match,101142,Portuguese language
3,R511,Portuguese languages in other countries,Related match,101143,Brazilian studies
3,R520,Portuguese literature,Related match,101141,Portuguese studies
1,R530,Portuguese society & culture,Close match,101144,Portuguese society and culture
3,R590,Portuguese studies not elsewhere classified,Related match,101141,Portuguese studies
1,R600,Scandinavian studies,Close match,101145,Scandinavian studies
4,R610,Scandinavian languages,Related match,101145,Scandinavian studies
4,R610,Scandinavian languages,Related match,100329,modern languages
1,R611,Swedish language,Close match,101148,Swedish language
1,R612,Norwegian language,Close match,101149,Norwegian language
1,R613,Finnish language,Close match,101150,Finnish language
1,R614,Danish language,Close match,101424,Danish language
1,R620,Scandinavian literature,Close match,101425,Scandinavian literature
3,R621,Swedish literature,Related match,101148,Swedish language
3,R622,Norwegian literature,Related match,101149,Norwegian language
3,R623,Finnish literature,Related match,101150,Finnish language
3,R624,Danish literature,Related match,101145,Scandinavian studies
4,R630,Scandinavian society & culture,Related match,101498,Scandinavian history
4,R630,Scandinavian society & culture,Related match,101145,Scandinavian studies
3,R631,Swedish society & culture,Related match,101145,Scandinavian studies
3,R632,Norwegian society & culture,Related match,101145,Scandinavian studies
3,R633,Finnish society & culture,Related match,101145,Scandinavian studies
3,R634,Danish society & culture,Related match,101145,Scandinavian studies
3,R690,Scandinavian studies not elsewhere classified,Related match,101145,Scandinavian studies
1,R700,Russian & East European studies,Close match,100331,Russian and East European studies
1,R701,Russian studies,Close match,101151,Russian studies
1,R702,Czech studies,Close match,101312,Czech studies
1,R703,Polish studies,Close match,101152,Polish studies
3,R704,Belarusian studies,Related match,100331,Russian and East European studies
3,R705,Bulgarian studies,Related match,100331,Russian and East European studies
1,R706,Hungarian studies,Close match,101311,Hungarian studies
3,R707,Romanian studies,Related match,100331,Russian and East European studies
3,R708,Slovak studies,Related match,100331,Russian and East European studies
3,R709,Ukrainian studies,Related match,100331,Russian and East European studies
4,R710,Russian & East European languages,Related match,101426,Estonian language
4,R710,Russian & East European languages,Related match,101427,Hungarian language
4,R710,Russian & East European languages,Related match,100331,Russian and East European studies
4,R710,Russian & East European languages,Related match,101429,Ukranian language
4,R710,Russian & East European languages,Related match,101428,south Slavonic languages
1,R711,Russian language,Close match,100330,Russian languages
1,R712,Polish language,Close match,101153,Polish language
1,R713,Czech language,Close match,101155,Czech language
3,R720,Russian & east European Literature,Related match,100331,Russian and East European studies
2,R721,Russian literature,Related match,100331,Russian and East European studies
2,R721,Russian literature,Close match,101157,Russian literature
3,R722,Polish literature,Related match,101152,Polish studies
3,R723,Czech literature,Related match,101312,Czech studies
1,R730,Russian & east European society & culture,Close match,101158,Russian and East European society and culture
1,R731,Russian society & culture,Close match,101499,Russian society and culture
1,R732,Polish society & culture,Close match,101500,Polish society and culture
1,R733,Czech society & culture,Close match,101501,Czech society and culture
3,R790,Russian & east European studies not elsewhere classified,Related match,100331,Russian and East European studies
1,R800,European studies,Close match,101159,European studies
4,R900,"Others in European languages, literature & related subjects",Related match,101037,comparative literary studies
4,R900,"Others in European languages, literature & related subjects",Related match,101288,international studies
4,R900,"Others in European languages, literature & related subjects",Related match,100329,modern languages
3,R910,Other European languages,Related match,100329,modern languages
1,R911,Dutch,Close match,101161,Dutch studies
4,R912,Flemish,Related match,101161,Dutch studies
4,R912,Flemish,Related match,100329,modern languages
3,R920,Other European literature,Related match,101037,comparative literary studies
3,R930,Other European societies & cultures,Related match,101159,European studies
4,R990,"European languages, literature & related subjects not elsewhere classified",Related match,101037,comparative literary studies
4,R990,"European languages, literature & related subjects not elsewhere classified",Related match,100329,modern languages
4,T000,"Eastern, Asiatic, African, American & Australasian languages, literature & related subjects",Related match,101184,African studies
4,T000,"Eastern, Asiatic, African, American & Australasian languages, literature & related subjects",Related match,100316,American studies
4,T000,"Eastern, Asiatic, African, American & Australasian languages, literature & related subjects",Related match,101180,Asian studies
4,T000,"Eastern, Asiatic, African, American & Australasian languages, literature & related subjects",Related match,101206,Australasian studies
4,T000,"Eastern, Asiatic, African, American & Australasian languages, literature & related subjects",Related match,101190,modern Middle Eastern studies
1,T100,Chinese studies,Close match,101164,Chinese studies
1,T110,Chinese language studies,Close match,101165,Chinese languages
1,T120,Chinese literature studies,Close match,101166,Chinese literature
1,T130,Chinese society & culture studies,Close match,101167,Chinese society and culture studies
3,T190,Chinese studies not elsewhere classified,Related match,101164,Chinese studies
1,T200,Japanese studies,Close match,101168,Japanese studies
1,T210,Japanese language studies,Close match,101169,Japanese languages
1,T220,Japanese literature studies,Close match,101170,Japanese literature
1,T230,Japanese society & culture studies,Close match,101171,Japanese society and culture studies
3,T290,Japanese studies not elsewhere classified,Related match,101168,Japanese studies
1,T300,South Asian studies,Close match,101172,South Asian studies
4,T310,South Asian language studies,Related match,101180,Asian studies
4,T310,South Asian language studies,Related match,101177,Bengali language
4,T310,South Asian language studies,Related match,101174,Hindi language
4,T310,South Asian language studies,Related match,101258,Thai language
4,T310,South Asian language studies,Related match,101175,Urdu language
4,T311,Indian language studies,Related match,101174,Hindi language
4,T311,Indian language studies,Related match,101175,Urdu language
3,T312,Pakistani language studies,Related match,101175,Urdu language
3,T313,Sri Lankan language studies,Related match,101172,South Asian studies
3,T314,Bangladeshi language studies,Related match,101177,Bengali language
1,T315,Nepali language studies,Close match,101371,Nepali language
3,T320,South Asian literature studies,Related match,101172,South Asian studies
2,T321,Indian literature studies,Close match,101430,Indian literature studies
2,T321,Indian literature studies,Related match,101496,Salman Rushdie studies
3,T322,Pakistani literature studies,Related match,101172,South Asian studies
3,T323,Sri Lankan literature studies,Related match,101172,South Asian studies
3,T324,Bangladeshi literature studies,Related match,101172,South Asian studies
3,T325,Nepali literature studies,Related match,101172,South Asian studies
3,T330,South Asian society & culture studies,Related match,101172,South Asian studies
1,T331,Indian society & culture studies,Close match,101179,Indian society and culture studies
3,T332,Pakistani society & culture studies,Related match,101172,South Asian studies
3,T333,Sri Lankan society & culture studies,Related match,101172,South Asian studies
3,T334,Bangladeshi society & culture studies,Related match,101172,South Asian studies
3,T335,Nepali society & culture studies,Related match,101172,South Asian studies
3,T390,South Asian studies not elsewhere classified,Related match,101172,South Asian studies
2,T400,Other Asian studies,Close match,101180,Asian studies
2,T400,Other Asian studies,Related match,101212,Korean studies
4,T410,Other Asian language studies,Related match,101180,Asian studies
4,T410,Other Asian language studies,Related match,101177,Bengali language
4,T410,Other Asian language studies,Related match,101174,Hindi language
4,T410,Other Asian language studies,Related match,101175,Urdu language
4,T411,East Asian language studies,Related match,101271,East Asian studies
4,T411,East Asian language studies,Related match,101212,Korean studies
4,T411,East Asian language studies,Related match,101258,Thai language
4,T412,South East Asian language studies,Related match,101180,Asian studies
4,T412,South East Asian language studies,Related match,101368,Indonesian language
4,T412,South East Asian language studies,Related match,101372,South East Asian studies
4,T412,South East Asian language studies,Related match,101369,Vietnamese language
3,T420,Other Asian literature studies,Related match,101180,Asian studies
3,T421,East Asian literature studies,Related match,101271,East Asian studies
3,T422,South East Asian literature studies,Related match,101372,South East Asian studies
3,T430,Other Asian society & culture studies,Related match,101180,Asian studies
1,T431,East Asian society & culture studies,Close match,101271,East Asian studies
1,T432,South East Asian society & culture studies,Close match,101372,South East Asian studies
3,T490,Other Asian studies not elsewhere classified,Related match,101180,Asian studies
1,T500,African studies,Close match,101184,African studies
1,T510,African language studies,Close match,101185,African languages
4,T511,Eastern African language studies,Related match,101185,African languages
4,T511,Eastern African language studies,Related match,101366,Swahili and other Bantu languages
3,T512,Central African language studies,Related match,101366,Swahili and other Bantu languages
3,T513,Northern African language studies,Related match,101184,African studies
3,T514,Southern African language studies,Related match,101366,Swahili and other Bantu languages
4,T515,Western African language studies,Related match,101185,African languages
4,T515,Western African language studies,Related match,101367,Hausa language
2,T520,African literature studies,Close match,101188,African literature
2,T520,African literature studies,Related match,101486,J. M. Coetzee studies
3,T521,Eastern African literature studies,Related match,101184,African studies
3,T522,Central African literature studies,Related match,101184,African studies
3,T523,Northern African literature studies,Related match,101184,African studies
4,T524,Southern African literature studies,Related match,101184,African studies
4,T524,Southern African literature studies,Related match,101486,J. M. Coetzee studies
3,T525,Western African literature studies,Related match,101184,African studies
1,T530,African society & culture studies,Close match,101189,African society and culture studies
3,T531,Eastern African society & culture studies,Related match,101184,African studies
3,T532,Central African society & culture studies,Related match,101184,African studies
3,T533,Northern African society & culture studies,Related match,101184,African studies
3,T534,Southern African society & culture studies,Related match,101184,African studies
3,T535,Western African society & culture studies,Related match,101184,African studies
3,T590,African studies not elsewhere classified,Related match,101184,African studies
1,T600,Modern Middle Eastern studies,Close match,101190,modern Middle Eastern studies
1,T610,Modern Middle Eastern language studies,Close match,101191,modern Middle Eastern languages
1,T611,Arabic language studies,Close match,101192,Arabic languages
3,T612,Modern Standard Arabic language studies,Related match,101191,modern Middle Eastern languages
1,T613,Persian language studies,Close match,101193,Persian languages
2,T614,Modern Hebrew language studies,Related match,101194,Israeli studies
2,T614,Modern Hebrew language studies,Close match,101269,modern Hebrew language
3,T615,Kurdish language studies,Related match,101191,modern Middle Eastern languages
2,T616,Turkish language studies,Close match,101431,Turkish languages
2,T616,Turkish language studies,Related match,101195,Turkish studies
1,T620,Modern Middle Eastern literature studies,Close match,101196,modern Middle Eastern literature
1,T621,Arabic literature studies,Close match,101432,Arabic literature
1,T623,Persian literature studies,Close match,101433,Persian literature studies
3,T624,Modern Hebrew literature studies,Related match,101269,modern Hebrew language
3,T625,Kurdish literature studies,Related match,101190,modern Middle Eastern studies
2,T626,Turkish literature studies,Close match,101434,Turkish literature
2,T626,Turkish literature studies,Related match,101195,Turkish studies
1,T630,Modern Middle Eastern society & culture studies,Close match,101197,modern Middle Eastern society and culture studies
1,T631,Arab society & culture studies,Close match,101198,Arab society and culture studies
1,T633,Persian society & culture studies,Close match,101503,Persian society and culture studies
3,T634,Modern Hebrew society & culture studies,Related match,101269,modern Hebrew language
3,T635,Kurdish society & culture studies,Related match,101190,modern Middle Eastern studies
2,T636,Turkish society & culture studies,Close match,101504,Turkish society and culture studies
2,T636,Turkish society & culture studies,Related match,101195,Turkish studies
3,T690,Modern Middle Eastern studies not elsewhere classified,Related match,101190,modern Middle Eastern studies
1,T700,American studies,Close match,100316,American studies
3,T710,American language studies,Related match,100316,American studies
3,T711,Latin American language studies,Related match,101199,Latin American studies
3,T712,United States language studies,Related match,100316,American studies
4,T713,Canadian language studies,Related match,101205,Canadian studies
4,T713,Canadian language studies,Related match,101480,Margaret Atwood studies
3,T714,Caribbean language studies,Related match,100316,American studies
2,T720,American literature studies,Related match,101492,Bob Dylan studies
2,T720,American literature studies,Related match,101480,Margaret Atwood studies
2,T720,American literature studies,Close match,101203,North American literature studies
2,T720,American literature studies,Related match,101469,T.S. Eliot studies
2,T720,American literature studies,Related match,101474,Thomas Pynchon studies
2,T721,Latin American literature studies,Close match,101201,Latin American literature
2,T721,Latin American literature studies,Related match,101199,Latin American studies
4,T722,United States literature studies,Related match,101492,Bob Dylan studies
4,T722,United States literature studies,Related match,101203,North American literature studies
4,T722,United States literature studies,Related match,101469,T.S. Eliot studies
4,T722,United States literature studies,Related match,101474,Thomas Pynchon studies
3,T723,Canadian literature studies,Related match,101205,Canadian studies
3,T724,Caribbean literature studies,Related match,101203,North American literature studies
1,T730,American society & culture studies,Close match,101204,North American society and culture studies
2,T731,Latin American society & culture studies,Close match,101202,Latin American society and culture studies
2,T731,Latin American society & culture studies,Related match,101199,Latin American studies
3,T732,United States society & culture studies,Related match,101204,North American society and culture studies
2,T733,Canadian society & culture studies,Close match,101205,Canadian studies
2,T733,Canadian society & culture studies,Related match,101204,North American society and culture studies
3,T734,Caribbean society & culture studies,Related match,101207,Caribbean studies
3,T790,American studies not elsewhere classified,Related match,100316,American studies
1,T800,Australasian studies,Close match,101206,Australasian studies
3,T810,Australasian language studies,Related match,101206,Australasian studies
3,T820,Australasian literature studies,Related match,101206,Australasian studies
3,T830,Australasian society & culture studies,Related match,101206,Australasian studies
3,T890,Australasian studies not elsewhere classified,Related match,101206,Australasian studies
4,T900,"Others in Eastern, Asiatic, African, American & Australasian languages, literature & related subjects",Related match,101184,African studies
4,T900,"Others in Eastern, Asiatic, African, American & Australasian languages, literature & related subjects",Related match,100316,American studies
4,T900,"Others in Eastern, Asiatic, African, American & Australasian languages, literature & related subjects",Related match,101180,Asian studies
4,T900,"Others in Eastern, Asiatic, African, American & Australasian languages, literature & related subjects",Related match,101206,Australasian studies
4,T900,"Others in Eastern, Asiatic, African, American & Australasian languages, literature & related subjects",Related match,101190,modern Middle Eastern studies
4,T910,"Others in Eastern, Asiatic, African, American & Australasian languages",Related match,101184,African studies
4,T910,"Others in Eastern, Asiatic, African, American & Australasian languages",Related match,100316,American studies
4,T910,"Others in Eastern, Asiatic, African, American & Australasian languages",Related match,101180,Asian studies
4,T910,"Others in Eastern, Asiatic, African, American & Australasian languages",Related match,101206,Australasian studies
4,T910,"Others in Eastern, Asiatic, African, American & Australasian languages",Related match,101190,modern Middle Eastern studies
4,T920,"Others in Eastern, Asiatic, African, American & Australasian literature",Related match,101184,African studies
4,T920,"Others in Eastern, Asiatic, African, American & Australasian literature",Related match,100316,American studies
4,T920,"Others in Eastern, Asiatic, African, American & Australasian literature",Related match,101180,Asian studies
4,T920,"Others in Eastern, Asiatic, African, American & Australasian literature",Related match,101206,Australasian studies
4,T920,"Others in Eastern, Asiatic, African, American & Australasian literature",Related match,101190,modern Middle Eastern studies
3,T930,"Others in Eastern, Asiatic, African, American & Australasian societies & culture",Related match,101207,Caribbean studies
4,T990,"Eastern, Asiatic, African, American & Australasian languages, literature",Related match,101184,African studies
4,T990,"Eastern, Asiatic, African, American & Australasian languages, literature",Related match,100316,American studies
4,T990,"Eastern, Asiatic, African, American & Australasian languages, literature",Related match,101180,Asian studies
4,T990,"Eastern, Asiatic, African, American & Australasian languages, literature",Related match,101206,Australasian studies
4,T990,"Eastern, Asiatic, African, American & Australasian languages, literature",Related match,101190,modern Middle Eastern studies
4,V000,Historical & philosophical studies,Related match,100302,history
4,V000,Historical & philosophical studies,Related match,100314,humanities
4,V000,Historical & philosophical studies,Related match,100337,philosophy
4,V100,History by period,Related match,100302,history
4,V100,History by period,Related match,100314,humanities
1,V140,Modern history,Close match,100310,modern history
3,V141,Modern history 1500-1599,Related match,100310,modern history
3,V142,Modern history 1600-1699,Related match,100310,modern history
3,V143,Modern history 1700-1799,Related match,100310,modern history
3,V144,Modern history 1800-1899,Related match,100310,modern history
3,V145,Modern history 1900-1919,Related match,100310,modern history
3,V146,Modern history 1920-1949,Related match,100310,modern history
3,V147,Modern history 1950-1999,Related match,100310,modern history
3,V148,Modern history 2000-2099,Related match,100310,modern history
1,V150,Medieval history,Close match,100309,medieval history
1,V160,Ancient history,Close match,100298,ancient history
3,V161,Late Antique history,Related match,100302,history
3,V190,History by period not elsewhere classified,Related match,100302,history
4,V200,History by area,Related match,101248,French history
4,V200,History by area,Related match,100302,history
1,V210,British history,Close match,100758,British history
1,V211,Irish history,Close match,100759,Irish history
1,V212,Scottish history,Close match,100311,Scottish history
1,V213,Welsh history,Close match,100760,Welsh history
1,V214,English history,Close match,100761,English history
1,V220,European history,Close match,100762,European history
1,V221,French history,Close match,101248,French history
1,V222,German history,Close match,100763,German history
1,V223,Italian history,Close match,100764,Italian history
3,V224,Iberian history,Related match,100765,Iberian studies
1,V225,Russian history,Close match,100766,Russian history
1,V230,American history,Close match,100767,American history
3,V231,Canadian history,Related match,100767,American history
1,V232,USA history,Close match,100768,USA history
2,V233,South American history,Close match,100769,Latin American history
2,V233,South American history,Related match,101199,Latin American studies
3,V234,Central American history,Related match,100769,Latin American history
4,V240,Asian history,Related match,101180,Asian studies
4,V240,Asian history,Related match,100302,history
1,V241,Chinese history,Close match,100771,Chinese history
1,V242,Indian history,Close match,100772,South Asian history
1,V243,South East Asian history,Close match,100773,South East Asian history
1,V244,Byzantine History,Close match,100774,Byzantine studies
1,V250,African history,Close match,101360,African history
4,V251,North African history,Related match,101184,African studies
4,V251,North African history,Related match,100302,history
4,V252,Central African history,Related match,101184,African studies
4,V252,Central African history,Related match,100302,history
4,V253,Southern African history,Related match,101184,African studies
4,V253,Southern African history,Related match,100302,history
4,V254,East African history,Related match,101184,African studies
4,V254,East African history,Related match,100302,history
4,V255,West African history,Related match,101184,African studies
4,V255,West African history,Related match,100302,history
4,V260,Australasian history,Related match,101206,Australasian studies
4,V260,Australasian history,Related match,100302,history
4,V261,Australian history,Related match,101206,Australasian studies
4,V261,Australian history,Related match,100302,history
4,V262,New Zealand history,Related match,101206,Australasian studies
4,V262,New Zealand history,Related match,100302,history
1,V270,World history,Close match,100777,world history
1,V271,International history,Close match,100778,international history
3,V290,History by area not elsewhere classified,Related match,100302,history
4,V300,History by topic,Related match,101248,French history
4,V300,History by topic,Related match,100302,history
1,V310,Economic history,Close match,100301,economic history
1,V320,Social history,Close match,100312,social history
1,V321,Local history,Close match,100308,local history
1,V322,Oral history,Close match,101435,oral history
1,V323,Family history,Close match,100779,family history
1,V324,Crime history,Close match,101436,crime history
1,V330,History of religions,Close match,100780,history of religions
1,V340,Intellectual history,Close match,100781,intellectual history
1,V350,History of art,Close match,100306,history of art
1,V360,History of architecture,Close match,100782,history of architecture
1,V370,History of design,Close match,100783,history of design
1,V380,History of science,Close match,100307,history of science
3,V381,History of physics,Related match,100307,history of science
3,V382,History of chemistry,Related match,100307,history of science
1,V383,History of mathematics,Close match,100784,history of mathematics
1,V384,History of medicine,Close match,100785,history of medicine
3,V390,History by topic not elsewhere classified,Related match,100302,history
1,V391,Military history,Close match,100786,military history
2,V400,Archaeology,Close match,100299,archaeology
2,V400,Archaeology,Related match,101261,maritime archaeology
1,V410,Egyptology,Close match,100787,Egyptology
1,V420,Stone Age,Close match,101437,Stone Age
1,V430,Bronze Age,Close match,101438,Bronze Age
1,V440,Iron Age,Close match,101439,Iron Age
3,V450,Archaeological conservation,Related match,100299,archaeology
3,V460,Archaeological techniques,Related match,100384,archaeological sciences
1,V470,Classical art & archaeology,Close match,101440,classical art and archaeology
3,V471,Roman art & archaeology,Related match,100299,archaeology
3,V472,Greek art & archaeology,Related match,100299,archaeology
3,V490,Archaeology not elsewhere classified,Related match,100299,archaeology
2,V500,Philosophy,Related match,100314,humanities
2,V500,Philosophy,Close match,100337,philosophy
1,V510,Metaphysics,Close match,101441,metaphysics
1,V511,Epistemology,Close match,101442,epistemology
1,V520,Moral philosophy,Close match,100793,ethics
1,V530,Scholastic philosophy,Close match,101443,scholastic philosophy
1,V540,Social philosophy,Close match,100792,social philosophy
1,V550,Philosophy of science,Close match,100338,philosophy of science
1,V560,Mental philosophy,Close match,100791,mental philosophy
4,V590,Philosophy not elsewhere classified,Related match,100065,liberal arts
4,V590,Philosophy not elsewhere classified,Related match,100337,philosophy
1,V600,Theology & religious studies,Close match,100794,theology and religious studies
2,V610,Theology,Related match,101003,psychology of religion
2,V610,Theology,Close match,100340,theology
1,V620,Religious studies,Close match,100339,religious studies
1,V621,Christian studies,Close match,100795,Christian studies
1,V622,Islamic studies,Close match,100796,Islamic studies
1,V623,Judaism,Close match,100797,Judaism
1,V624,Hinduism,Close match,101444,hinduism
1,V625,Buddhism,Close match,100798,buddhism
3,V626,Other Asian religious studies,Related match,100339,religious studies
1,V627,Comparative religious studies,Close match,100803,comparative religious studies
1,V630,Divinity,Close match,100799,divinity
1,V640,Religious writings,Close match,100800,religious writings
1,V641,The Bible & Christian texts,Close match,100801,biblical studies
1,V642,The Qur'an & Islamic texts,Close match,101445,the Qur'an and Islamic texts
1,V643,The Torah & Judaic texts,Close match,101446,the Torah and Judaic texts
3,V644,Asian religious texts,Related match,100800,religious writings
3,V645,Comparative religious texts,Related match,100800,religious writings
1,V650,Pastoral studies,Close match,100802,pastoral studies
3,V690,Theology & religious studies not elsewhere classified,Related match,100794,theology and religious studies
1,V700,Heritage studies,Close match,100805,heritage studies
3,V710,Heritage theory,Related match,100805,heritage studies
1,V720,Heritage site management,Close match,100807,heritage management
3,V730,Natural heritage,Related match,100805,heritage studies
4,V731,Coastal heritage management,Related match,100807,heritage management
4,V731,Coastal heritage management,Related match,100805,heritage studies
3,V740,Visitor management including interpretation,Related match,100807,heritage management
3,V750,"Oral history, heritage & genealogy",Related match,100805,heritage studies
4,V900,Others in historical & philosophical studies,Related match,101233,cultural studies
4,V900,Others in historical & philosophical studies,Related match,100302,history
4,V900,Others in historical & philosophical studies,Related match,100314,humanities
4,V900,Others in historical & philosophical studies,Related match,100065,liberal arts
4,V900,Others in historical & philosophical studies,Related match,100337,philosophy
4,V990,Historical & philosophical studies not elsewhere classified,Related match,100302,history
4,V990,Historical & philosophical studies not elsewhere classified,Related match,100337,philosophy
1,W000,Creative arts & design,Close match,101361,creative arts and design
1,W100,Fine art,Close match,100059,fine art
1,W110,Drawing,Close match,100587,drawing
1,W120,Painting,Close match,100589,painting
1,W130,Sculpture,Close match,100592,sculpture
1,W140,Printmaking,Close match,100595,printmaking
1,W150,Calligraphy,Close match,101362,calligraphy
1,W160,Fine art conservation,Close match,100599,fine art conservation
3,W190,Fine art not elsewhere classified,Related match,100059,fine art
1,W200,Design studies,Close match,100048,design
2,W210,Graphic design,Related match,100060,graphic arts
2,W210,Graphic design,Close match,100061,graphic design
1,W211,Typography,Close match,100630,typography
1,W212,Multimedia design,Close match,100375,web and multimedia design
1,W213,Visual communication,Close match,100632,visual communication
2,W220,Illustration,Related match,100060,graphic arts
2,W220,Illustration,Close match,100062,illustration
2,W230,Clothing/fashion design,Related match,100054,fashion
2,W230,Clothing/fashion design,Close match,100055,fashion design
1,W231,Textile design,Close match,100051,textile design
1,W240,Industrial/product design,Close match,100050,product design
3,W250,Interior design,Related match,101316,interior design and architecture
1,W260,Furniture design,Close match,100633,furniture design and making
1,W270,Ceramics design,Close match,100003,ceramics
1,W280,Interactive & electronic design,Close match,100636,interactive and electronic design
3,W290,Design studies not elsewhere classified,Related match,100048,design
2,W300,Music,Close match,100070,music
2,W300,Music,Related match,101241,music therapy
1,W310,Musicianship/performance studies,Close match,100637,musicianship and performance studies
2,W311,Instrumental or vocal performance,Close match,100639,instrumental or vocal performance
2,W311,Instrumental or vocal performance,Related match,100071,performing arts
1,W312,Musical theatre,Close match,100035,musical theatre
1,W313,Conducting,Close match,100650,conducting
2,W314,Jazz performance,Close match,100656,jazz performance
2,W314,Jazz performance,Related match,100637,musicianship and performance studies
2,W315,Popular music performance,Related match,100637,musicianship and performance studies
2,W315,Popular music performance,Close match,100657,popular music performance
3,W316,Electronic/electro-acoustic music performance,Related match,100637,musicianship and performance studies
1,W317,Historical performance practice,Close match,100661,historical performance practice
1,W320,Music education/teaching,Close match,100642,music education and teaching
1,W330,History of music,Close match,100664,history of music
3,W340,Types of music,Related match,100667,musicology
1,W341,Popular music,Close match,100841,popular music
1,W342,Film music/screen music,Close match,100842,film music and screen music
1,W343,Jazz,Close match,100843,jazz
1,W344,Folk music,Close match,101447,folk music
1,W345,Opera,Close match,101448,opera
1,W346,Sacred music,Close match,100844,sacred music
1,W350,Musicology,Close match,100667,musicology
1,W351,Ethnomusicology/world music,Close match,100674,ethnomusicology and world music
1,W352,Community music,Close match,100854,community music
4,W353,Music & gender,Related match,100621,gender studies
4,W353,Music & gender,Related match,100070,music
3,W354,"Philosophy, aesthetics & criticism of music",Related match,100070,music
1,W355,Music psychology,Close match,101363,psychology of music
1,W356,Music theory & analysis,Close match,101449,music theory and analysis
4,W357,Sociology of music,Related match,100070,music
4,W357,Sociology of music,Related match,100505,sociology
3,W360,Musical instrument history,Related match,100664,history of music
1,W370,Music technology & industry,Close match,100221,music technology
3,W371,Sound design/commercial music recording,Related match,100223,music production
3,W372,Creative music technology,Related match,100221,music technology
3,W373,Electro-acoustic studies,Related match,100862,sonic arts
1,W374,Music production,Close match,100223,music production
